customer_id,password_id,product_id,cost,product_name,quantity
NFneuAtmefXhWcjR,WHhbRjCuQf,3ec1bb48-8b8f-405a-a4e9-2bd715519e0c,200,GqtljkZ,88
NTuSHhBIBdmxLXrG,PGRYSEeJlE,43324632-8ca7-485a-88f4-cb49451595b1,200,TrpcaKd,79
OVYFKgQsaDFPDAOR,lnelPHdPRA,44c378b9-a0a3-493b-a9b0-446b92cc8c17,200,zNOmzIO,85
OfzEqQkpAeQxNWVK,YkDKegXDyQ,4f880855-1492-425f-a9de-b43bee207282,200,ZRxKeRQ,57
OhhpVtqLjHfMovUh,TmuQzVQMoq,504111ea-83e5-4084-a5a5-f4f1563e8adb,200,qEpqvBn,23
OvCzyUeswpjWbXwp,RqpCHhRAzu,55f0cdc3-7e60-4085-aa13-93dbd2196892,200,IwuzJGV,75
OykzcPVNuBWALqpp,hOwepcjveI,56ca0563-fa1b-407a-b0e6-403b5a0fbf26,200,QbRTkHe,69
QMCRrDDnxQIDVfhP,PjuEAOcKuP,57ac5ef4-ddf3-425f-9aea-74360bc17512,200,CkLKJUG,34
QaKZbefJACZMfVGT,hubWUXNnTM,5848d2b3-2e4f-4ea5-b8cf-4fe3152811bf,200,LSbOVqy,75
QcKDSDLaxLFtrWDs,pSCshSiQck,597d0722-ae33-48cc-9834-bb66e999ee6d,200,GpvZClZ,14
RIJrctZqFrLGpDGn,VWNppeslcC,5a216cfe-15da-433e-9608-83e5f28d6530,200,ctmiydj,6
RwCZuXOhdtIEADRs,winaLEmlIi,61336a74-c5d5-4e42-9812-905cfc181504,200,qzGzHpp,85
SMuFnvdIRajrwjfi,tVVdshkhIs,6138a1fc-22eb-4f76-ab22-948339da2b35,200,JdLUzyO,90
SUvNSxBAKNkrIXGC,uoeeEjpovq,61cc99f8-cd9d-46f3-97b3-2153924beb3c,200,OeeGYkr,5
SYsqeQSnEzcTnMye,hlfKMrGUeL,633fe14b-ff1a-4923-9547-0b9be8de5155,200,EKoCGJZ,42
TwAOVnbaygeQhtIQ,QIreHYoNtB,6460e6b2-40ac-40e7-bf4f-e73225f2573c,200,SsDUVpA,30
UnuDsbbeDppClqVI,kvGeXTJdLB,64bc1f86-04fe-4292-8fce-99b4e3300a1a,200,laLupmq,88
UsFANOuDrkzQpHJb,xKgOAYqSGo,670026ae-1fe9-4de5-abd1-e9fc2299aa47,200,MAFQdZs,93
VKZjwzeRgrYwoYHE,oAwHgCAbui,681368b1-0fd8-44d6-a2ca-a7377ac8d362,200,xolyqpT,11
VwtlcAVZkyqpVgTt,NefqsQGdtY,6e9c146c-4d7e-48dc-8381-46bdde5dd6b5,200,SKMXiYy,19
WBYNdqQvDlJJFbBX,VWJygqWuSW,6ef24207-4f54-4501-aefc-3b19b8ce2115,200,czjSbLy,80
YURTfXYaMhvLKkXw,oBBBqkvRpV,7438c834-a8d0-4139-852d-eea426c55f7a,200,cROZyhm,93
YZTZaPGrpGebfWeZ,jqtawCUQyj,76077969-89ab-429b-97c8-1683ca3be4e9,200,YtwShRd,20
YuOJzbSNSGwVcvHl,yqsQiSdCFz,76f44dc8-63fb-4b2a-83b9-9623e1298cb7,200,OXUIGBX,59
ZJtQvebXCuOKnXwW,ITvueJxfsA,7904dea1-1c54-4b8b-ae8c-3123f1b01753,200,PIsNQbl,87
ZzUezjKoeOHZUVpc,jDOVyaFeDk,7a21ff2a-7f33-49a4-9f26-632ba1b20afe,200,DnmQOBe,72
aAzSleRsgLKUAvQB,JLEaZISFbS,806e6999-db05-48be-bc78-3b8ed4f0b02a,200,xSezrkS,30
cEzNpZeaQCarJlHI,UtodWvJRUG,827fd3c5-b22f-4019-97b4-542373b3a46b,200,qRthXRu,0
dSxtGdiziFYxLEjl,yJRIQAezdk,83c6facc-1aec-4195-a332-18a2cbe638a7,200,zYkPWMZ,53
eOnWRPriWFsLpcDh,YEoGJfwEtV,84a0b2ce-f740-456e-a690-3ce951120150,200,UNrUPEp,22
fFgrrsGVMnWMFrRz,DjBFnLJZQY,8aafaab4-2689-478a-96ac-975d64a8156f,200,cCAgcFo,22
felFOHXsUeOWVGcH,cWODqrALhH,8d5d1468-fe02-4484-bcc3-60c148d34046,200,fgMXpem,97
fqxmoEjulHWIbPWV,UaTsxCRmhu,921a7cd6-59c2-4540-ae9b-e0956af25711,200,TvcCboh,90
fumVqLqwWTXKyiXz,sGVxMdgxyy,92c455d5-7dd9-4112-80cd-07719499da28,200,NERhZNV,53
fuzgrQmvzDEKctMA,VBJaKchhRw,986af3be-2f89-4f3b-8930-93f145e5b308,200,stPhVFL,50
gpfDqccbHlbByQcH,pioLzKCsKj,9a846735-4d83-4f5f-bb83-f1630b3ac0de,200,IEfAkHD,16
guoAxTepmitPieiB,FuVVxcHQoJ,9bf18129-7cfe-44d2-ad6e-92265b043a49,200,IXCQoVF,25
hXTlPECNHLfBoMaB,FofwWmRnlc,a0c5a91d-2ae7-4f13-8912-512eb5430d01,200,iBOfoEe,34
hzkdLrIIydhydqPq,DizLjLMhix,a1250606-068b-40c0-88fd-5973f6e1530b,200,orflQQq,5
iSmUzaBAMsuRhrNv,YDPgZwrfUG,a309599f-b344-44c3-b5d8-7c7c27d14051,200,tuYbgGE,51
ijXCtDdIRJDBVRjN,hwfzPlkWSP,a55da8a9-f509-41ab-a7cc-bb3a54e1ba74,200,GLkpFMY,17
jDurXJQtlIZgdmmy,ZJDElXtLrW,a6cc3a2a-2971-4f71-bc45-07d469b92b1d,200,zidLjqz,8
jTsUtjltxAMzrtfB,GwAfDExlTM,a86a079f-5d97-4841-9942-6684c29332d6,200,LAGBiUI,64
jsHFextssENpBEdp,VDXwvMnIUR,aa4b7fc5-1388-4294-8bb4-498ad44176e9,200,hyaxUlZ,80
jwVtukeQKOTosrat,AcarziApUG,aad6c3ef-44f5-44c0-a824-6db194e05e20,200,ZRfMkga,10
kVeuVAVFctSIcKLg,dPdRAIXkag,add74893-d6af-437d-8cb6-76295e2e9abc,200,kVzkYEs,45
kcIruQPyMrgaWPRb,qZGgczQkXZ,b3bc869a-fe26-4bb7-9289-a276b7bb78cb,66,kssEXZM,78
kcmTZCVeiGyCyqmM,sLLefqZMlp,b44fb209-687a-4bc3-a67f-1a6d366d4328,200,IRzfPsL,78
kwMSmBQSQGsDSstf,NsCfURnZQY,b60ce569-1ee7-4fd4-ada9-0b3b0da241d4,200,GsxOETt,37
lDGVNBQNGfTjwlRN,EAFoiImSFI,b7cde028-d950-4a56-90bc-57acf670579f,200,VyHHuKO,72
lKXKmjGtZsTWwqjq,HdbdwxFJwv,bc299bea-2b90-4e53-879d-54efc4931ede,200,brsJCXB,25
liqKkUZnHagTbEdD,vLPTmmmdXc,c27ed768-4081-4f31-979b-a49ac7c48cc3,200,aYlUfCw,73
mhpSckdqfOGECUYs,PHpJqiXAGR,c3d87d17-a3c6-4e59-8487-c13ed8870493,200,oYoaXlE,27
mhtpyWUuXXfEigfL,usgqUJckpz,c453df68-791f-45f0-ad77-8e39c13120e6,200,ZWtnCnb,50
nUOMyiNQQmiwgmvZ,tWkHquLlDX,c99da35e-53be-4bc2-b436-292c20dc3d18,200,BUwznXK,81
njEMyadChzgfRfqg,ibClFbitRW,ca4306c0-1227-4926-bd56-2fa542818d06,200,MumMXrh,71
nwvJMlrFulJIUbav,qKrXWJpxWG,cb4de88c-8b0f-48ab-8ae0-b18d1b018ea5,200,Zeuuygp,5
ogHyBoEaTiMJdTPQ,xbmzNMSEWK,cbd82cef-80d9-4ace-ac13-4a2dff575c15,200,ewCxwBt,22
pVWKNgQtWmyfXNQL,espPbTHsjz,cda44541-acf6-4ce6-b44a-57ceb0a6ae9c,200,Kzrgnso,80
pZuUKqhuQaFtJysN,QsAtCLSrCL,d2635188-8194-4581-b4fc-e310d6627be1,200,YkPoEeH,3
ssKRULpIVnloOivs,xpurDCBikB,d3e1789c-59df-4b88-868c-ec592e6ae735,200,ooWdSEZ,1
uDDDwwYLhpmDHCvn,wdAevoYnyr,d7b28faa-13ab-4c82-9a5c-fa6fd3e73819,200,oTKllyc,25
utTPEMpIoHXecuSA,zLVpNgJETW,dc1370e1-ca1d-42fc-af00-f8aa00d434cb,200,YwbAXuH,18
vTFDnuapMPRcRmxy,doGqeYMoEy,ddfef359-94f7-4c45-b84f-4cd2d5f2a5ec,200,befTkvu,11
vtJSUYmTlMxoAjTZ,SzZmeHnnHX,dea36585-ebf5-416a-a4ba-3684feaab8b0,200,XJNmTiM,20
vwUIrLMFInEwxbLI,kPNeblwAUs,e35e2d47-48a0-47e6-bac3-ee740dcb2fcf,200,kKGFKda,79
wJJBGwwhgzCZNzjh,KcAvNhWvHj,e3e97014-4add-4877-8134-e476bf330a8e,200,hGBytoT,82
wNXUZscLpbhRmSLQ,NGLAUekvtp,e9ac7bb0-692e-4997-bc20-f589c538e5cc,200,LrWTuTD,44
xEulXfdtUpsszMcj,hZxOILSFqc,ec517f67-0b8a-4a1d-a303-2423e97aa15d,200,QvHqhXt,30
xnVgQIsilIppueSw,vucYvLnKdr,ef343224-8c01-44a8-b971-2339540b76ff,200,briMFOM,78
yGiAFGFaqnagbdkG,eylLNbTBrm,f20ffdce-b89f-4ab2-98e0-85ef5b83b338,200,DJksNPS,10
yPvyvSXYRGsQVfoT,MfqTLtbDym,f80ed627-2c87-46b8-9278-da6f6da78e86,200,cWkgChm,55
yZdvoFdJpfMCjMNy,RZydUkZgYA,f9b8f1a7-6e15-4dda-90cd-c3e4556d144e,200,IatRqzx,16
ycVOwWHyqrABgdAB,lLKrdxIegF,fa232e15-ea9c-4392-8542-65581afb8c8f,200,ynnnSnh,36
yqibeOLGtIskjzJq,jSNhcNZPGA,fca31352-16cb-4ab3-aa7f-d2fa80e2014d,200,srxrnLG,71
